publication_id	doi	year	host_organism	strain_name_as_reported	value_as_reported	unit_as_reported	value_g_per_g	basis	is_theoretical_percent	carbon_source	cultivation_mode_as_reported	quote	section	confidence	note
doi:10.1186/s13068-015-0291-2	10.1186/s13068-015-0291-2	2015	Escherichia coli	LA02	0.240	mol/mol	0.0987	glucose	false	glucose	fermentation	Consequently, the isobutanol produced by strain LA03 was only 3.10 g/L, a slight increase compared to that of LA02 (2.70 g/L), and the isobutanol yield of LA03 (0.238 mol/mol, 28.3% of theoretical yield) was very similar to that of LA02 (0.240 mol/mol, 28.6% of theoretical yield).	results	high	Paper's own "% of theoretical" uses a basis near 0.84 mol/mol (0.240/0.286), NOT 1.0 mol/mol; its percentages are therefore not comparable with papers that use 1 mol/mol.
doi:10.1186/s13068-015-0291-2	10.1186/s13068-015-0291-2	2015	Escherichia coli	LA03	0.238	mol/mol	0.0979	glucose	false	glucose	fermentation	Consequently, the isobutanol produced by strain LA03 was only 3.10 g/L, a slight increase compared to that of LA02 (2.70 g/L), and the isobutanol yield of LA03 (0.238 mol/mol, 28.3% of theoretical yield) was very similar to that of LA02 (0.240 mol/mol, 28.6% of theoretical yield).	results	high	See LA02 row about the paper's non-standard theoretical basis.
doi:10.1186/s13068-015-0291-2	10.1186/s13068-015-0291-2	2015	Escherichia coli	LA04 (gapN expression)	0.38	mol/mol	0.1563	glucose	false	glucose	fermentation	These results indicated the redox status in strain LA04 was improved by the gapN expression, and therefore the isobutanol production (5.28 g/L) and yield (0.38 mol/mol, 45.2% of theoretical yield) were both increased by 95.6 and 58.3% compared to those of strain LA02 (P < 0.01).	results	high	
doi:10.1186/s13068-015-0291-2	10.1186/s13068-015-0291-2	2015	Escherichia coli	gapN-expression series (highest gapN level; strain not named in quote)	71.4	% of theoretical yield		glucose	true	glucose	fermentation	Moreover, as the gapN expression level increased, the isobutanol production and its yield were respectively improved from 3.80 to 8.68 g/L (P < 0.01) and from 34.5 to 71.4% of theoretical yield (P < 0.01), and showed a positive correlation to NADPH/NADP+ ratio (the Spearman coefficient of correlation reached to 1 and P value was lower than 0.05) (Fig. b).	results	medium	value_g_per_g deliberately left empty: this paper's "% of theoretical" is on a ~0.84 mol/mol basis, so multiplying by 0.411 g/g would overstate it. Strain is not named in the quote.
doi:10.1186/s12934-015-0232-6	10.1186/s12934-015-0232-6	2015	Escherichia coli	engineered isobutanol producer expressing ascB/cbpA (strain not named in quote)	70	% of the theoretical maximum		other	true	gluconate (20 g/L)	batch, 24 h	From 20 g/L gluconate, 4.9 g/L isobutanol was produced in 24 hours, achieving 70% of the theoretical maximum and a productivity of 0.20 g/L/h.	results	high	Titer 4.9 g/L. value_g_per_g LEFT EMPTY ON PURPOSE: the theoretical maximum on gluconate / cellobionic acid is not 0.411 g/g, so the percentage cannot be converted with the glucose constant.
doi:10.1186/s12934-015-0232-6	10.1186/s12934-015-0232-6	2015	Escherichia coli	engineered isobutanol producer expressing ascB/cbpA (strain not named in quote)	54	% of the theoretical maximum	0.2219	glucose	true	glucose (10 g/L) + gluconate (10 g/L)	batch, 24 h	From 10 g/L glucose and 10 g/L gluconate, 4.1 g/L isobutanol was produced in 24 hours, yielding 54% of the theoretical maximum and productivity of 0.17 g/L/h.	results	high	Titer 4.1 g/L. Converted with the 0.411 g/g glucose theoretical maximum.
doi:10.1186/s12934-015-0232-6	10.1186/s12934-015-0232-6	2015	Escherichia coli	engineered isobutanol producer expressing ascB/cbpA (strain not named in quote)	51	% of the theoretical maximum	0.2096	glucose	true	glucose (20 g/L)	batch, 24 h	From 20 g/L glucose, 4.2 g/L isobutanol was produced in 24 hours, attaining 51% of the theoretical maximum and a productivity of 0.23 g/L/h.	results	high	Titer 4.2 g/L. Converted with the 0.411 g/g glucose theoretical maximum.
doi:10.1186/s12934-015-0232-6	10.1186/s12934-015-0232-6	2015	Escherichia coli	engineered isobutanol producer expressing ascB/cbpA (strain not named in quote)	65	% of the theoretical maximum		other	true	commercial cellobionic acid (10.4 g/L)	batch, 24 h	From 10.4 g/L of commercial CBA, 2.7 g/L isobutanol was produced within 24 hours, yielding a productivity of 0.11 g/L/h and 65% of the theoretical maximum (Figure A).	results	high	Titer 2.7 g/L. value_g_per_g LEFT EMPTY ON PURPOSE: the theoretical maximum on gluconate / cellobionic acid is not 0.411 g/g, so the percentage cannot be converted with the glucose constant.
doi:10.1186/s12934-015-0232-6	10.1186/s12934-015-0232-6	2015	Escherichia coli	engineered isobutanol producer expressing ascB/cbpA (strain not named in quote)	56	% of the theoretical maximum	0.2302	glucose	true	glucose (10 g/L)	batch, 24 h	In comparison, from 10 g/L glucose 2.3 g/L isobutanol was produced, representing 56% of the theoretical maximum.	results	high	Titer 2.3 g/L. Converted with the 0.411 g/g glucose theoretical maximum.
doi:10.1186/s12934-015-0232-6	10.1186/s12934-015-0232-6	2015	Escherichia coli	engineered isobutanol producer expressing ascB/cbpA (strain not named in quote)	36	% of the theoretical maximum		other	true	synthesized cellobionic acid (16.9 g/L)	batch, 24 h	From 16.9 g/L synthesized CBA, 2.4 g/L isobutanol was produced in 24 hours, achieving 36% of the theoretical maximum with a productivity 0.10 g/L/h.	results	high	Titer 2.4 g/L. value_g_per_g LEFT EMPTY ON PURPOSE: the theoretical maximum on gluconate / cellobionic acid is not 0.411 g/g, so the percentage cannot be converted with the glucose constant.
doi:10.1186/s12934-015-0232-6	10.1186/s12934-015-0232-6	2015	Escherichia coli	engineered isobutanol producer expressing ascB/cbpA (strain not named in quote)	36	% of the theoretical maximum		other	true	cellobionic acid from Avicel hydrolysate (9.7 g/L)	batch, 24 h	From this hydrolysate, 9.7 g/L CBA was converted to 1.4 g/L isobutanol, representing 36% of the theoretical maximum, the same yield as from defined production media with synthesized CBA.	results	high	Titer 1.4 g/L. value_g_per_g LEFT EMPTY ON PURPOSE: the theoretical maximum on gluconate / cellobionic acid is not 0.411 g/g, so the percentage cannot be converted with the glucose constant.
doi:10.1016/j.synbio.2020.10.005	10.1016/j.synbio.2020.10.005	2020	Escherichia coli	JCL16/pSA65/pSA69	1.73	% of the theoretical maximum	0.0071	glucose	true	glucose (40 g/L)	batch	With 40 g/L glucose, JCL16/pSA65/pSA69 produced 0.283 g/L isobutanol within 24 h (c), yielding a productivity of 0.012 g/L/h and 1.73% of the theoretical maximum (h).	results	high	Titer 0.283 g/L in 24 h.
doi:10.1016/j.synbio.2020.10.005	10.1016/j.synbio.2020.10.005	2020	Escherichia coli	JW128/pSA65/pSA69	13	% of the theoretical maximum	0.0534	glucose	true	glucose (40 g/L)	batch	Whereas 2.181 g/L isobutanol was produced by JW128/pSA65/pSA69 within 24 h (e), representing 13% of the theoretical maximum (h).	results	high	Titer 2.181 g/L in 24 h.
doi:10.1016/j.synbio.2020.10.005	10.1016/j.synbio.2020.10.005	2020	Escherichia coli	JCL260/pSA69/pYX97	50.39	% of the theoretical maximum	0.2071	glucose	true	glucose (40 g/L)	batch	Using JCL260/pSA69/pYX97 as the expression host, the titer of isobutanol reached up to 8.26 g/L within 72 h (g) and the productivity was 0.115 g/L/h, which was 50.39% of the theoretical maximum (h).	results	high	Titer 8.26 g/L in 72 h.
doi:10.1016/j.synbio.2020.10.005	10.1016/j.synbio.2020.10.005	2020	Escherichia coli	JW128/pSA69/pYX97	35.11	% of the theoretical maximum	0.1443	glucose	true	glucose (40 g/L)	batch	For the strain JW128/pSA69/pYX97, 5.75 g/L isobutanol was produced within 72 h, reaching a productivity of 0.08 g/L/h and 35.11% of the theoretical maximum (h).	results	high	Titer 5.75 g/L in 72 h.
doi:10.1128/aem.00976-22	10.1128/aem.00976-22	2022	Escherichia coli	050T4/pCTSDT (2-ketoisovalerate strain; isobutanol as by-product)	0.284	mol/mol glucose	0.1168	glucose	false	glucose	microaerobic 5-L bioreactor, second phase	The accumulation of 13.1 g/L isobutanol with a second-phase yield of 0.284 mol/mol glucose () and the significantly higher cell mass accumulation in the bioreactor were partially responsible for the lower 2-ketoisovalerate yield.	results	medium	Isobutanol was the UNWANTED by-product in this 2-ketoisovalerate paper. The yield is a second-phase (not whole-process) yield. Strain attribution inferred from the surrounding section, not stated in the quote.
doi:10.1128/aem.00976-22	10.1128/aem.00976-22	2022	Escherichia coli	050TY/pCTSDTQ487S-RBS55 (engineered AlsS)	0.036	mol/mol glucose	0.0148	glucose	false	glucose	microaerobic 5-L bioreactor	The accumulation of isobutanol was substantially reduced to 1.51 g/L, with a yield of 0.036 mol/mol glucose (), indicating the significance of engineering AlsS.	results	medium	Isobutanol deliberately suppressed here (by-product minimisation), so this is a low-yield data point by design.
doi:10.1038/s41467-024-51029-x	10.1038/s41467-024-51029-x	2024	Escherichia coli	NNmini (respiro-fermentative)	80	% of the maximum yield		glycerol	true	glycerol (5 mM)	respiro-fermentative cultivation	While the observed titers are more than double the one reported for isobutanol production from glycerol in K. pneumoniae, these yields are 80% of the maximum yields (2.012 ± 0.059 mM isobutanol from 5 mM glycerol): in theory, one isobutanol molecule could be produced from two glycerol molecules (Fig. ).	results	high	GLYCEROL basis, not glucose - the paper defines the theoretical maximum as 1 isobutanol per 2 glycerol (0.5 mol/mol), so 0.411 g/g does NOT apply and value_g_per_g is left empty. From the raw numbers in the quote the mass yield would be 2.012 mM x 74.12 / (5 mM x 92.09) = 0.324 g/g glycerol, but that is my arithmetic, not the paper's.
doi:10.1371/journal.pone.0093815	10.1371/journal.pone.0093815	2014	Bacillus subtilis	BSUL08	0.37	C-mol isobutanol/C-mol glucose	0.2283	glucose	false	glucose	fed-batch fermentation	Furthermore, in fed-batch fermentation the isobutanol production and yield of BSUL08 increased by 11% and 19%, up to the value of 6.12 g/L and 0.37 C-mol isobutanol/C-mol glucose (63% of the theoretical value), respectively, compared with parental strain BSUL05.	abstract	high	The paper's "63% of the theoretical value" is against its own elementary-mode-derived 0.59 C-mol/C-mol, NOT against the 0.667 C-mol/C-mol (0.411 g/g) stoichiometric maximum. My g/g conversion uses 0.617 g/g per C-mol/C-mol.
doi:10.1371/journal.pone.0093815	10.1371/journal.pone.0093815	2014	Bacillus subtilis	BSUL06 (pgi knockout)	0.42	C-mol isobutanol/C-mol glucose	0.2592	glucose	false	glucose	batch fermentation	As expected, the knockout of pgi gene led to 118% increment for NADPH concentration (), and the isobutanol yield was increased by 16.7%, to 0.42 C-mol isobutanol/C-mol glucose with the isobutanol concentration reaching 2.37 g/L, which indicated that the elevated NADPH pool had a positive effect on isobutanol biosynthesis.	results	high	
doi:10.1371/journal.pone.0093815	10.1371/journal.pone.0093815	2014	Bacillus subtilis	BSUL08	0.51	C-mol isobutanol/C-mol glucose	0.3147	glucose	false	glucose	batch fermentation	Meanwhile, the isobutanol yield and production were 42% and 24% higher than that in BSUL05, reaching 0.51 C-mol isobutanol/C-mol glucose and 2.68 g/L, respectivelly.	results	medium	Strain assignment (BSUL08) inferred from the section context; the quote names only the comparison strain BSUL05. This is the highest B. subtilis value in the paper.
doi:10.1371/journal.pone.0093815	10.1371/journal.pone.0093815	2014	Bacillus subtilis	BSUL09	0.43	C-mol isobutanol/C-mol glucose	0.2654	glucose	false	glucose	batch fermentation	As expected, the isobutanol yield of BSUL09 was enhanced by 19.4% relatived to that of BSUL05, up to 0.43 C-mol isobutanol/C-mol glucose, which was close to that of BSUL06 and 84.3% of BSUL08 ().	results	high	
doi:10.1186/1475-2859-11-101	10.1186/1475-2859-11-101	2012	Bacillus subtilis	BSUL05 (ldh- pdhC-)	0.36 +/- 0.02	C-mol isobutanol/C-mol glucose	0.2222	glucose	false	glucose	microaerobic batch fermentation	The maximal isobutanol yield of the LDH- and PDHC-deficient strain BSUL05 reached 61% of the theoretical value to 0.36 ± 0.02 C-mol isobutanol/C-mol glucose, which was 2.3-fold of BSUL03.	results	high	61% of the theoretical value here means 61% of the paper's in-silico predicted 0.59 C-mol/C-mol, not of the stoichiometric maximum.
doi:10.1186/1475-2859-11-101	10.1186/1475-2859-11-101	2012	Bacillus subtilis	BSUL04	0.18 +/- 0.02	C-mol/C-mol	0.1111	glucose	false	glucose	microaerobic batch fermentation	In microaerobic batch fermentations, BSUL04 produced 2.11 ± 0.15 g/L isobutanol with a yield of 0.18 ± 0.02 C-mol/C-mol, which was 12.5% higher than that of BSUL03.	results	high	
doi:10.1186/1475-2859-11-101	10.1186/1475-2859-11-101	2012	Bacillus subtilis	BSUL04 or BSUL05 (strain not named in quote)	0.31 +/- 0.02	C-mol/C-mol	0.1913	glucose	false	glucose	fermentation	Meanwhile, isobutanol yield was up to 53% of the theoretical value to 0.31 ± 0.02 C-mol/C-mol, which was 1.9-fold of BSUL03.	results	low	UNRESOLVED: the quote gives no strain and I could not pin it to BSUL04 or BSUL05 from the surrounding text. Kept at low confidence for a human to resolve.
doi:10.1007/s00253-010-2522-6	10.1007/s00253-010-2522-6	2010	Corynebacterium glutamicum	WT harboring pKS167 (Peftu::alsS-ilvCD-kivd-adhA)	0.08	g/g (isobutanol/glucose)	0.08	glucose	false	glucose	long-term fermentation, 96 h	WT produced 4.0 g/L isobutanol in 96 h (Fig. ) and the overall product yield was found to be 0.08 g/g (isobutanol/glucose), which is 19% of the theoretical maximum.	results	high	Paper reports this as 19% of theoretical; 0.08/0.411 = 19.5% - consistent.
doi:10.1007/s00253-010-2522-6	10.1007/s00253-010-2522-6	2010	Corynebacterium glutamicum	dpyc dldh + pKS167	23	% of the theoretical maximum	0.0945	glucose	true	glucose	fermentation	Our results are in agreement with this argument, as the additional inactivation of the competitive LDH (∆pyc∆ldh) improved isobutanol production by ∼25% to 4.9 g/L isobutanol and increased the yield to 23% of the theoretical maximum.	discussion	high	
doi:10.1111/1751-7915.12879	10.1111/1751-7915.12879	2018	Corynebacterium glutamicum	CIsArXy	0.31 +/- 0.02	C-mol isobutanol per C-mol substrate (D-xylose + L-arabinose)	0.1913	other	false	organosolv hemicellulose fraction (D-xylose + L-arabinose)	anaerobic zero-growth production process	CIsArXy produced 7.2 ± 0.2 mM (0.53 ± 0.02 g L−1) isobutanol on HF at a carbon molar yield of 0.31 ± 0.02 C‐mol isobutanol per C‐mol substrate (d‐xylose + l‐arabinose) in an anaerobic zero‐growth production process.	abstract	high	Pentose substrates. C-mol/C-mol converts to g/g with the same 0.617 factor as for glucose because a C-mol of any of these sugars weighs ~30.03 g, so 0.191 g isobutanol per g pentose. Basis recorded as "other" because it is a two-sugar mixture, not glucose/xylose alone.
doi:10.1002/elsc.202000116	10.1002/elsc.202000116	2021	Pseudomonas putida	Iso2	60	mg isobutanol/g glucose	0.06	glucose	false	glucose	micro-aerobic production phase, 4 h	This process strategy yielded 60 mgisobutanol/gglucose within only 4 h, which is two times higher compared to Process F and Process R.	results	high	Abstract describes this as doubling the integral glucose-to-isobutanol conversion yield.
doi:10.1002/elsc.202000116	10.1002/elsc.202000116	2021	Pseudomonas putida	Iso2 (Process R, reference)	22	mg isobutanol/g glucose	0.022	glucose	false	glucose (943 g consumed)	aerobic bioreactor, 38 h	In total, 943 g glucose were consumed to produce 23.1 g isobutanol within 38 h leading to a yield of 22 mgisobutanol gglucose	results	high	Unit is split across a subscript boundary in the XML; reported unit is mg isobutanol per g glucose.
doi:10.1002/elsc.202000116	10.1002/elsc.202000116	2021	Pseudomonas putida	Iso2 (Process F, high growth rate)	25	mg isobutanol/g glucose	0.025	glucose	false	glucose	bioreactor, high growth rate	Consequently, the total glucose consumption increased by 41% still revealing an almost equal isobutanol yield of 25 mgisobutanol gglucose	results	high	
doi:10.1002/elsc.201900151	10.1002/elsc.201900151	2020	Pseudomonas putida	Iso2 (KT2440 derivative)	22 +/- 2	mg per gram of glucose	0.022	glucose	false	glucose, minimal medium	aerobic	The resulting strain P. putida Iso2 produced isobutanol with a substrate specific product yield (YIso/S) of 22 ± 2 mg per gram of glucose under aerobic conditions.	abstract	high	Quote reassembled across an XML subscript break ("...product yield (Y" / "Iso/S) of 22 +/- 2 mg per gram of glucose..."); the words are verbatim, the subscript marker is not repeated.
doi:10.1186/s13068-022-02144-8	10.1186/s13068-022-02144-8	2022	Klebsiella pneumoniae	T290L (IpdC active-site mutant)	0.16	mol/mol glucose	0.0658	glucose	false	glucose	batch culture	A maximum of 5.5 g/L of isobutanol was produced by K. pneumoniae T290L in batch culture with a substrate conversion ratio of 0.16 mol/mol, which was 25% higher than that of the control strain.	results	high	Paper also states this as 6.7% (w/w), which agrees with my 0.0658 g/g conversion. Reported as "substrate conversion ratio", which is a product-per-substrate yield.
doi:10.1186/s13068-020-01862-1	10.1186/s13068-020-01862-1	2021	Shimwellia blattae	p424IbPSO + pIZpntAB	11.9% -> 16.4%	percent (basis not defined in text)		unknown	false	glucose	fermentation	Interestingly, by the single overexpression the PntAB transhydrogenase, we have been able to increase 39.0% the production of isobutanol in S. blattae (p424IbPSO, pIZpntAB) and isobutanol yield from 11.9% to 16.4%.	results	low	AMBIGUOUS UNIT - recorded as ambiguous rather than normalised. The paper uses two different percentage scales without defining either: "yield from 11.9% to 16.4%" here, and separately "the calculated yield over the theoretical maximum increases from 46.4% to 58.5%". 11.9/46.4 is not a clean ratio, so I could not reconcile them. Needs the paper's methods/tables.
doi:10.1186/s13068-020-01862-1	10.1186/s13068-020-01862-1	2021	Shimwellia blattae	p424IbPSO + AdhA	11.9% -> 14.4%	percent (basis not defined in text)		unknown	false	glucose	fermentation	The solution provided by the addition of extra copies of pntAB of E. coli, appears to be more effective than the utilization of an NADH-dependent step to transform isobutyraldehyde into isobutanol by the addition of the NADH-dependent AdhA dehydrogenase that also increases isobutanol production by 19.3% and isobutanol yield from 11.9% to 14.4%.	conclusions	low	Same ambiguity as the pntAB row of this paper.
doi:10.1186/s13068-020-01862-1	10.1186/s13068-020-01862-1	2021	Shimwellia blattae	strain not named in quote	46.4% -> 58.5%	% of the theoretical maximum yield		unknown	true	glucose	fermentation	In our case, the calculated yield over the theoretical maximum increases from 46.4% to 58.5%.	discussion	low	AMBIGUOUS: this percent-of-theoretical scale cannot be reconciled with the 11.9/14.4/16.4% scale used elsewhere in the same paper, and the quote names no strain. value_g_per_g left empty rather than guessing 0.585 x 0.411.
doi:10.1038/s41467-019-08486-6	10.1038/s41467-019-08486-6	2019	Bacillus megaterium	SR7	~50	% yield on alpha-ketoisovalerate (aKIV)		other	false	alpha-ketoisovalerate (fed), not a sugar	aerobic, LB, xylose-induced, alpha-KIV fed	For SR7 grown in LB medium under aerobic conditions, isobutanol production was only observed for cells that contained kivD, with approximately 50% yield on αKIV in cultures that were both induced with xylose and fed the αKIV substrate (Fig. ).	results	high	BASIS IS NOT A SUGAR: yield is per alpha-ketoisovalerate fed/consumed, a pathway intermediate. The 0.411 g/g glucose theoretical maximum is irrelevant here, so value_g_per_g is empty.
doi:10.1038/s41467-019-08486-6	10.1038/s41467-019-08486-6	2019	Bacillus megaterium	SR7	~70	% yield on alpha-ketoisovalerate (aKIV)		other	false	alpha-ketoisovalerate (fed), not a sugar	aerobic, KivD + ADH6Sc	To increase product yield, the alcohol dehydrogenase ADH6Sc from S. cerevisisae was overexpressed in tandem with KivD, resulting in approximately 70% yield of isobutanol on αKIV for xylose-induced cells (Fig. ).	results	high	BASIS IS NOT A SUGAR: yield is per alpha-ketoisovalerate fed/consumed, a pathway intermediate. The 0.411 g/g glucose theoretical maximum is irrelevant here, so value_g_per_g is empty.
doi:10.1038/s41467-019-08486-6	10.1038/s41467-019-08486-6	2019	Bacillus megaterium	SR7	>80	% yield on alpha-ketoisovalerate (aKIV)		other	false	alpha-ketoisovalerate (fed), not a sugar	aerobic, KivD + YqhD	The YqhD enzyme from E. coli, known to be highly effective for producing isobutanol,, was identified as the superior variant, with the lowest amount of aldehyde accumulation at short culture times (4 h) (Fig. ), over 80% yield of isobutanol from αKIV (Fig. ), and maintained capacity for isopentanol production (Fig. ).	results	high	BASIS IS NOT A SUGAR: yield is per alpha-ketoisovalerate fed/consumed, a pathway intermediate. The 0.411 g/g glucose theoretical maximum is irrelevant here, so value_g_per_g is empty.
doi:10.1038/s41467-019-08486-6	10.1038/s41467-019-08486-6	2019	Bacillus megaterium	SR7	42 (average); 37-45 range	% yield on alpha-ketoisovalerate (aKIV)		other	false	alpha-ketoisovalerate (fed), not a sugar	supercritical CO2 headspace, xylose-induced	For cultures grown under scCO2 that showed high activity, isobutanol titers were greater than 1 mM, with 42% average yield on consumed αKIV substrate.	results	high	BASIS IS NOT A SUGAR: yield is per alpha-ketoisovalerate fed/consumed, a pathway intermediate. The 0.411 g/g glucose theoretical maximum is irrelevant here, so value_g_per_g is empty.
doi:10.1038/s41467-020-18124-1	10.1038/s41467-020-18124-1	2020	cell-free (in vitro purified-enzyme system, no host)	synthetic biochemistry cell-free system with continuous product removal	95	% yield	0.3904	glucose	true	glucose	cell-free bioreactor with continuous product removal, ~5 days	Here, we report a cell-free system in a bioreactor with continuous product removal that produces isobutanol from glucose at a maximum productivity of 4 g L−1 h−1, a titer of 275 g L−1 and 95% yield over the course of nearly 5 days.	abstract	high	Highest isobutanol yield in this corpus, but NOT a living organism - a purified-enzyme cascade, so there is no biomass drain on carbon. Treat separately from whole-cell yields.
doi:10.1038/s41467-020-18124-1	10.1038/s41467-020-18124-1	2020	cell-free (in vitro purified-enzyme system, no host)	same cell-free system, extended production run	91.8 +/- 0.60	% overall yield	0.3773	glucose	true	glucose	cell-free, continuous product removal, ~60 h	With this set-up, we were able to extend the production period to nearly 60 h with titers reaching 184 ± 7 g L−1 at a productivity of ~3.2 g L−1 h−1 and an overall yield of 91.8 ± 0.60% (Fig. ).	results	high	Second run of the same cell-free system.
doi:10.1016/j.mec.2022.e00210	10.1016/j.mec.2022.e00210	2022	cell-free (in vitro enzymes) fed by an E. coli in vivo step	in vitro KivD/ADH/FDH cascade on E. coli-derived KIV	93	% molar yield (on 2-ketoisovalerate)		other	false	2-ketoisovalerate (KIV) produced in vivo by engineered E. coli	in vitro batch, 24 h	The amount of isobutanol produced after 24h represents a titer of 1.78 g L−1 and a molar yield of 93%, compared to the starting substrate of KIV.	results	high	Yield is on KIV, not on sugar, so 0.411 g/g does not apply. The in vivo half of the same paper reports 0.36 g/g glucose but that is a KIV yield, not an isobutanol yield, and is deliberately NOT recorded here.
doi:10.3389/fbioe.2026.1879695	10.3389/fbioe.2026.1879695	2026	cell-free (immobilized multienzyme scaffoldin system)	scaffoldin-immobilized KDC/ADH/FDH cascade	78.4	% yield (on 2-ketoisovalerate)		other	false	2-ketoisovalerate (102 mM initial)	in vitro immobilized-enzyme reaction, 24 h	More specifically, the enhanced final concentration of isobutanol after 24 h was 80 mM (5.92 g/L), representing an overall yield of 78.4%.	results	high	Basis is KIV, not sugar. Paper notes an earlier epoxy-based system gave 43% at 2 g/L.
doi:10.3389/fbioe.2026.1879695	10.3389/fbioe.2026.1879695	2026	cell-free (immobilized multienzyme, epoxy resin - prior system)	epoxy-resin-immobilized cascade	43	% yield (on 2-ketoisovalerate)		other	false	2-ketoisovalerate	in vitro immobilized-enzyme reaction	Although this immobilized cell-free system demonstrated effective isobutanol production (2 g/L titer and 43% yield), the low overall yield necessitates improvement ().	introduction	medium	SECONDARY within this paper: describes the authors' own earlier epoxy-resin system, cited to a prior publication rather than measured here.
doi:10.1002/cssc.70914	10.1002/cssc.70914	2026	cell-free (cofactor-tethered nanomachine, ADH-GDH)	ADH-GDH nanomachine	13.9	% (on feed and consumed substrate)		glucose	false	glucose	in vitro batch, 24 h	In batch reactions, glucose was fully consumed within 24 h, yielding 13.8 mM isobutanol (13.9% on feed and consumed substrate).	results	low	AMBIGUOUS: "13.9% on feed and consumed substrate" - the paper does not say whether this is a molar conversion or a percent of theoretical, so it is recorded as reported and not converted.
doi:10.1038/nature06450	10.1038/nature06450	2008	Escherichia coli	JCL16 derivative with ilvIHCD pathway and adhE ldhA frdAB fnr pta deletions	0.21	g isobutanol per gram of glucose	0.21	glucose	false	glucose	shake flask, 16-24 h window	In addition, this strain converted glucose to isobutanol with a yield of 0.21 g of isobutanol per gram of glucose between 16 h and 24 h (Fig.	results	high	Landmark first report of the 2-keto acid route to isobutanol. Strain identity paraphrased from the preceding sentences; the quote itself says "this strain".
doi:10.1038/nature06450	10.1038/nature06450	2008	Escherichia coli	alsS-pathway strain (JCL260 background, pSA55/pSA69)	0.35	g isobutanol per g glucose	0.35	glucose	false	glucose + 0.5% yeast extract	micro-aerobic, 40-112 h window	The yield reached 0.35 (g isobutanol per g glucose) between 40 h and 112 h (Fig.	results	high	Paper states this is 86% of the theoretical maximum and separately that the theoretical maximum is 0.41 g/g. 22 g/L titer. This 86% figure is the number most often re-quoted across the rest of the corpus.
doi:10.1016/j.ymben.2011.02.004	10.1016/j.ymben.2011.02.004	2011	Escherichia coli	fully NADH-dependent pathway: AdhARE1 + IlvC6E6-his6	100	% of the theoretical limit	0.411	glucose	true	glucose (modified M9)	anaerobic	lactis AdhA variant in the isobutanol pathway improved the yield to 100% of the theoretical limit under anaerobic conditions.	abstract	high	The single most-cited isobutanol yield in this corpus (13.4 g/L at 100% of theoretical). g/g conversion is the 0.411 g/g maximum itself; treat the "100%" as the paper reports it, not as a measured 0.411 g/g.
doi:10.1016/j.ymben.2011.02.004	10.1016/j.ymben.2011.02.004	2011	Escherichia coli	NADPH-dependent pathway (reference)	53	% (anaerobic yield)	0.2178	glucose	true	glucose	anaerobic	3C): the NADPH-dependent pathway reached an anaerobic yield of only 53%, whereas strains expressing either an NADHdependent IlvC or ADH produced isobutanol at 74 to 82% yield.	results	high	Same sentence reports 74-82% for strains carrying either an NADH-dependent IlvC or an NADH-dependent ADH.
doi:10.1016/j.ymben.2011.02.004	10.1016/j.ymben.2011.02.004	2011	Escherichia coli	strains expressing either an NADH-dependent IlvC or ADH	74 to 82	% yield		glucose	true	glucose	anaerobic	3C): the NADPH-dependent pathway reached an anaerobic yield of only 53%, whereas strains expressing either an NADHdependent IlvC or ADH produced isobutanol at 74 to 82% yield.	results	medium	A RANGE across two strains, not a single measurement, so value_g_per_g is left empty. Note the pdftotext rendering "NADHdependent" (lost hyphen at a line break) is preserved verbatim.
doi:10.1016/j.ymben.2011.08.004	10.1016/j.ymben.2011.08.004	2011	Escherichia coli	NV3r1 (norvaline-evolved, LdhA mutation repaired) + pSA65/pSA69	0.31	g isobutanol/g glucose	0.31	glucose	false	glucose	batch, 99 h	Upon repair of this inhibitory mutation (strain NV3r1), a ﬁnal isobutanol titer of 21.2 g/L isobutanol was achieved in 99 h with a yield of 0.31 g isobutanol/g glucose or 76% of theoretical maximum.	results	high	Paper states this equals 76% of the theoretical maximum. 0.31/0.411 = 75.4%, consistent.
doi:10.1016/j.ymben.2011.08.004	10.1016/j.ymben.2011.08.004	2011	Escherichia coli	JCL260 + pSA69/pSA65	0.32	g/g glucose	0.32	glucose	false	glucose	batch	Using JCL260, we achieved an overall isobutanol yield of 0.32 g/g glucose, whereas using JCL16 and NV3 resulted in identical yields of 0.24 g/g (Table 2).	results	high	Same sentence gives JCL16 and NV3 at 0.24 g/g.
doi:10.1016/j.ymben.2011.08.004	10.1016/j.ymben.2011.08.004	2011	Escherichia coli	JCL16 and NV3 + pSA69/pSA65	0.24	g/g	0.24	glucose	false	glucose	batch	Using JCL260, we achieved an overall isobutanol yield of 0.32 g/g glucose, whereas using JCL16 and NV3 resulted in identical yields of 0.24 g/g (Table 2).	results	high	Two strains reported as identical at 0.24 g/g.
doi:10.1016/j.ymben.2012.11.008	10.1016/j.ymben.2012.11.008	2013	Escherichia coli	AS77 (alsS modulated by M1-93)	0.34	mol/mol	0.1399	glucose	false	glucose	aerobic	This strain produced 48 mM isobutanol with a yield of 0.34 mol/mol under aerobic condition, and produced 25 mM isobutanol with a yield of 0.52 mol/mol under anaerobic condition (Fig.	results	high	One sentence reports both the aerobic and the anaerobic value for this strain; this row is the aerobic one.
