# screening_decisions.tsv -- the project owner's own include/exclude verdicts, one per
# publication, recorded from how PDFs were sorted under
# D:\Agentic\bifserver-works\literatures on 2026-09-22.
#
# These are NOT screening_record.triage_state. That column is Zone H, a deterministic
# function of query_families.yaml and discovery.py, and the schema says it must never be
# overwritten directly -- the next discovery run rebuilds it. A person who read a paper
# and rejected it is not a function of the query file, so the verdict lives here and in
# the screening_decision table, where re-running discovery cannot erase it.
#
# in_atlas records whether the DOI matched a publication row at the time of writing. 'no'
# means the owner screened a paper discovery never returned: kept deliberately, because a
# decision about a paper the atlas has not seen is still a decision, and dropping it here
# would silently re-open the paper if discovery later finds it.
#
# pdf/ (17 files, unsorted) is absent on purpose. Undecided is not a decision.
publication_id	decision	reason	source	decided_by	decided_at	in_atlas	pdf_file
doi:10.1016/j.biortech.2025.133803	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.biortech.2025.133803.pdf
doi:10.1016/j.biortech.2026.134659	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.biortech.2026.134659.pdf
doi:10.1016/j.biortech.2026.134710	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.biortech.2026.134710.pdf
doi:10.1016/j.biortech.2026.134731	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.biortech.2026.134731.pdf
doi:10.1016/j.biortech.2026.135138	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.biortech.2026.135138.pdf
doi:10.1016/j.biortech.2026.135531	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.biortech.2026.135531.pdf
doi:10.1016/j.bios.2007.06.021	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.bios.2007.06.021.pdf
doi:10.1016/j.bios.2018.11.036	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.bios.2018.11.036.pdf
doi:10.1016/j.bios.2026.119171	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.bios.2026.119171.pdf
doi:10.1016/j.biotechadv.2015.10.015	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.biotechadv.2015.10.015.pdf
doi:10.1016/j.biotechadv.2025.108593	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.biotechadv.2025.108593.pdf
doi:10.1016/j.biotechadv.2026.108896	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.biotechadv.2026.108896.pdf
doi:10.1016/j.biotechadv.2026.108905	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.biotechadv.2026.108905.pdf
doi:10.1016/j.carbpol.2016.06.062	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.carbpol.2016.06.062.pdf
doi:10.1016/j.carbpol.2020.117472	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.carbpol.2020.117472.pdf
doi:10.1016/j.carbpol.2022.120459	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.carbpol.2022.120459.pdf
doi:10.1016/j.cca.2006.08.020	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.cca.2006.08.020.pdf
doi:10.1016/j.cca.2010.03.008	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.cca.2010.03.008.pdf
doi:10.1016/j.chemosphere.2009.02.010	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.chemosphere.2009.02.010.pdf
doi:10.1016/j.chemosphere.2009.02.027	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.chemosphere.2009.02.027.pdf
doi:10.1016/j.chemosphere.2010.09.002	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.chemosphere.2010.09.002.pdf
doi:10.1016/j.chemosphere.2010.09.003	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.chemosphere.2010.09.003.pdf
doi:10.1016/j.chemosphere.2012.03.052	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.chemosphere.2012.03.052.pdf
doi:10.1016/j.chemosphere.2018.10.053	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.chemosphere.2018.10.053.pdf
doi:10.1016/j.chemosphere.2021.131578	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.chemosphere.2021.131578.pdf
doi:10.1016/j.chroma.2009.05.022	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.chroma.2009.05.022.pdf
doi:10.1016/j.chroma.2013.10.034	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.chroma.2013.10.034.pdf
doi:10.1016/j.chroma.2014.03.040	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.chroma.2014.03.040.pdf
doi:10.1016/j.chroma.2014.04.036	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.chroma.2014.04.036.pdf
doi:10.1016/j.chroma.2016.06.052	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.chroma.2016.06.052.pdf
doi:10.1016/j.chroma.2016.10.053	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.chroma.2016.10.053.pdf
doi:10.1016/j.chroma.2021.462680	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.chroma.2021.462680.pdf
doi:10.1016/j.clinbiochem.2020.03.001	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.clinbiochem.2020.03.001.pdf
doi:10.1016/j.colsurfb.2021.111978	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.colsurfb.2021.111978.pdf
doi:10.1016/j.colsurfb.2025.115252	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.colsurfb.2025.115252.pdf
doi:10.1016/j.copbio.2025.103387	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.copbio.2025.103387.pdf
doi:10.1016/j.cub.2025.09.046__1823	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	no	10.1016_j.cub.2025.09.046__1823.pdf
doi:10.1016/j.dnarep.2005.10.003	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.dnarep.2005.10.003.pdf
doi:10.1016/j.dnarep.2006.04.002	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.dnarep.2006.04.002.pdf
doi:10.1016/j.dnarep.2008.11.004	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.dnarep.2008.11.004.pdf
doi:10.1016/j.dnarep.2023.103582	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.dnarep.2023.103582.pdf
doi:10.1016/j.ejpb.2007.04.008	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.ejpb.2007.04.008.pdf
doi:10.1016/j.envpol.2016.05.033	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.envpol.2016.05.033.pdf
doi:10.1016/j.envpol.2023.121287	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.envpol.2023.121287.pdf
doi:10.1016/j.enzmictec.2023.110343	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.enzmictec.2023.110343.pdf
doi:10.1016/j.eururo.2012.11.053	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.eururo.2012.11.053.pdf
doi:10.1016/j.exger.2010.01.012	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.exger.2010.01.012.pdf
doi:10.1016/j.fct.2007.09.091	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.fct.2007.09.091.pdf
doi:10.1016/j.fct.2024.115155	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.fct.2024.115155.pdf
doi:10.1016/j.febslet.2007.05.048	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.febslet.2007.05.048.pdf
doi:10.1016/j.febslet.2008.11.028	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.febslet.2008.11.028.pdf
doi:10.1016/j.febslet.2009.04.003	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.febslet.2009.04.003.pdf
doi:10.1016/j.febslet.2011.03.022	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.febslet.2011.03.022.pdf
doi:10.1016/j.febslet.2011.06.034	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.febslet.2011.06.034.pdf
doi:10.1016/j.febslet.2012.03.046	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.febslet.2012.03.046.pdf
doi:10.1016/j.femsyr.2004.10.011	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.femsyr.2004.10.011.pdf
doi:10.1016/j.fgb.2007.03.005	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.fgb.2007.03.005.pdf
doi:10.1016/j.fgb.2008.01.003	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.fgb.2008.01.003.pdf
doi:10.1016/j.fgb.2008.05.011	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.fgb.2008.05.011.pdf
doi:10.1016/j.fgb.2009.07.006	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.fgb.2009.07.006.pdf
doi:10.1016/j.fgb.2010.06.005	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.fgb.2010.06.005.pdf
doi:10.1016/j.fgb.2012.02.002	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.fgb.2012.02.002.pdf
doi:10.1016/j.fgb.2015.02.004	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.fgb.2015.02.004.pdf
doi:10.1016/j.fgb.2015.07.004	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.fgb.2015.07.004.pdf
doi:10.1016/j.fgb.2015.11.004	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.fgb.2015.11.004.pdf
doi:10.1016/j.fgb.2016.07.012	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.fgb.2016.07.012.pdf
doi:10.1016/j.fgb.2022.103701	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.fgb.2022.103701.pdf
doi:10.1016/j.fgb.2026.104068	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.fgb.2026.104068.pdf
doi:10.1016/j.fm.2005.02.002	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.fm.2005.02.002.pdf
doi:10.1016/j.fm.2012.08.002	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.fm.2012.08.002.pdf
doi:10.1016/j.fm.2020.103659	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.fm.2020.103659.pdf
doi:10.1016/j.fm.2023.104460	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.fm.2023.104460.pdf
doi:10.1016/j.fm.2024.104569	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.fm.2024.104569.pdf
doi:10.1016/j.fm.2024.104643	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.fm.2024.104643.pdf
doi:10.1016/j.fm.2025.104850	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.fm.2025.104850.pdf
doi:10.1016/j.foodchem.2012.07.090	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.foodchem.2012.07.090.pdf
doi:10.1016/j.foodchem.2012.09.048	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.foodchem.2012.09.048.pdf
doi:10.1016/j.foodchem.2014.01.003	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.foodchem.2014.01.003.pdf
doi:10.1016/j.foodchem.2015.10.106	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.foodchem.2015.10.106.pdf
doi:10.1016/j.foodchem.2016.04.021	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.foodchem.2016.04.021.pdf
doi:10.1016/j.foodchem.2016.04.110	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.foodchem.2016.04.110.pdf
doi:10.1016/j.foodchem.2016.06.062	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.foodchem.2016.06.062.pdf
doi:10.1016/j.foodchem.2018.07.183	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.foodchem.2018.07.183.pdf
doi:10.1016/j.foodchem.2018.08.015	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.foodchem.2018.08.015.pdf
doi:10.1016/j.foodchem.2018.08.141	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.foodchem.2018.08.141.pdf
doi:10.1016/j.foodchem.2019.125003	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.foodchem.2019.125003.pdf
doi:10.1016/j.foodchem.2019.125130	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.foodchem.2019.125130.pdf
doi:10.1016/j.foodchem.2020.126610	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.foodchem.2020.126610.pdf
doi:10.1016/j.foodchem.2020.127852	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.foodchem.2020.127852.pdf
doi:10.1016/j.foodchem.2020.128897	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.foodchem.2020.128897.pdf
doi:10.1016/j.foodchem.2022.132125	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.foodchem.2022.132125.pdf
doi:10.1016/j.foodchem.2022.133289	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.foodchem.2022.133289.pdf
doi:10.1016/j.foodchem.2022.134982	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.foodchem.2022.134982.pdf
doi:10.1016/j.foodchem.2026.150572	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.foodchem.2026.150572.pdf
doi:10.1016/j.foodres.2014.08.033	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.foodres.2014.08.033.pdf
doi:10.1016/j.foodres.2018.01.059	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.foodres.2018.01.059.pdf
doi:10.1016/j.foodres.2018.08.016	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.foodres.2018.08.016.pdf
doi:10.1016/j.foodres.2018.10.024	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.foodres.2018.10.024.pdf
doi:10.1016/j.foodres.2020.109955	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.foodres.2020.109955.pdf
doi:10.1016/j.foodres.2022.110959	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.foodres.2022.110959.pdf
doi:10.1016/j.foodres.2022.111350	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.foodres.2022.111350.pdf
doi:10.1016/j.foodres.2022.111885	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.foodres.2022.111885.pdf
doi:10.1016/j.foodres.2022.112180	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.foodres.2022.112180.pdf
doi:10.1016/j.foodres.2023.113196	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.foodres.2023.113196.pdf
doi:10.1016/j.foodres.2023.113488	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.foodres.2023.113488.pdf
doi:10.1016/j.foodres.2024.113977	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.foodres.2024.113977.pdf
doi:10.1016/j.foodres.2024.115139	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.foodres.2024.115139.pdf
doi:10.1016/j.foodres.2024.115340	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.foodres.2024.115340.pdf
doi:10.1016/j.foodres.2025.115772	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.foodres.2025.115772.pdf
doi:10.1016/j.foodres.2025.117040	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.foodres.2025.117040.pdf
doi:10.1016/j.foodres.2026.119566	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.foodres.2026.119566.pdf
doi:10.1016/j.foodres.2026.119731	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.foodres.2026.119731.pdf
doi:10.1016/j.forsciint.2007.03.018	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.forsciint.2007.03.018.pdf
doi:10.1016/j.forsciint.2011.03.003	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.forsciint.2011.03.003.pdf
doi:10.1016/j.forsciint.2017.06.024	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.forsciint.2017.06.024.pdf
doi:10.1016/j.forsciint.2017.10.021	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.forsciint.2017.10.021.pdf
doi:10.1016/j.forsciint.2021.110809	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.forsciint.2021.110809.pdf
doi:10.1016/j.forsciint.2022.111503	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.forsciint.2022.111503.pdf
doi:10.1016/j.freeradbiomed.2023.05.023	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.freeradbiomed.2023.05.023.pdf
doi:10.1016/j.funbio.2011.02.011	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.funbio.2011.02.011.pdf
doi:10.1016/j.funbio.2012.04.008	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.funbio.2012.04.008.pdf
doi:10.1016/j.funbio.2014.07.007	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.funbio.2014.07.007.pdf
doi:10.1016/j.funbio.2018.07.005	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.funbio.2018.07.005.pdf
doi:10.1016/j.funbio.2019.11.009	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.funbio.2019.11.009.pdf
doi:10.1016/j.funbio.2026.101772	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.funbio.2026.101772.pdf
doi:10.1016/j.gene.2005.03.020	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.gene.2005.03.020.pdf
doi:10.1016/j.gene.2008.07.031	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.gene.2008.07.031.pdf
doi:10.1016/j.gene.2008.09.028	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.gene.2008.09.028.pdf
