# fermlit classifier verdicts for publications the fermdb atlas holds.
#
# These cost nothing: the classifier ran on them in a separate project before any of
# today's work. They are MODEL verdicts -- decided_by_kind is 'model' on every row, they
# load at confidence 'unverified', and the loader will not let them overwrite a verdict
# somebody reached by reading the PDF.
#
# Rows already carrying a human verdict are omitted from this file entirely, rather than
# left in for the loader to refuse: a file that asks for something it must not get is a
# file somebody will eventually force.
#
# Scope is fermlit's ORIGINAL corpus. The rows being screened today are excluded, so this
# file does not change meaning depending on when it was generated.
publication_id	decision	reason	source	decided_by	decided_by_kind	decided_at	in_atlas	pdf_file
doi:10.1016/j.jbiotec.2016.03.001	borderline	The paper focuses on the production of biodiesel (fatty acid esters) using engineered E. coli, where ethanol and isobutanol serve as substrates for esterification rather than being the final products of interest.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1111/1750-3841.13215	exclude	Focuses on food preservation and sensory quality of French fries rather than alcohol production engineering	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s10068-016-0159-7	exclude	The paper focuses on the quantitative analysis of flavor components in fermented beverages using SPME-GC/MS, which falls under analytical chemistry rather than microbial production or engineering.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s12033-016-9975-5	exclude	Subject is esterase characterization, not alcohol production or engineering	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.foodchem.2016.02.064	exclude	Study focuses on milk fat structure, not microbial alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.bbabio.2016.03.003	exclude	Study focuses on mitochondrial disease models and protein structure in yeast with no link to alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1093/jxb/erv527	exclude	Study focuses on starch synthesis regulation in plants (Zea mays), not microbial alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.nbt.2016.09.007	include	Study of ethanol production via fermentation using specific feedstocks and kinetic modeling	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1093/femsyr/fow076	include	The paper characterizes Saccharomyces cerevisiae strains for ethanol production performance (yield, productivity) and tolerance to industrial stressors.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/aem.03718-15	include	The paper reports on engineering Saccharomyces cerevisiae to improve acetic acid tolerance specifically for enhanced ethanol production from lignocellulosic biomass.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.biotechadv.2014.10.009	borderline	The paper is a review of in vitro synthetic biosystems (cell-free enzymatic pathways) rather than microbial production or strain engineering, fitting the adjacent/enabling criteria.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1107/s2053230x15020270	exclude	Study focuses on protein crystallization and structural biology, not alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.bbabio.2015.07.001	exclude	Focuses on mitochondrial respiration and growth yield in Candida utilis without mentioning alcohol production or engineering for ethanol/butanol synthesis.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1073/pnas.1407163112	exclude	Subject is evolutionary biology of mitochondria, unrelated to alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.15252/embj.201490197	exclude	Basic mitochondrial biology with no link to alcohol production or engineering	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.15252/embj.201591228	exclude	The paper discusses basic mitochondrial pyruvate transport in yeast as a model for cancer metabolism, with no link to alcohol production or engineering.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.bbabio.2015.03.007	exclude	Subject is mitochondrial biology and mtDNA stability, unrelated to microbial alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.plantsci.2015.04.014	exclude	Subject is plant physiology (aleurone cells, WRKY transcription factors) with no link to microbial alcohol production.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1073/pnas.1501737112	exclude	Study focuses on mitochondrial genome integrity and dynamics in yeast with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1093/femsyr/fov023	exclude	Subject is mitochondrial genome evolution with no link to alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1093/mmy/myu083	exclude	Cryptococcus neoformans is a human pathogen studied in medical mycology, with no link to alcohol production.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.micres.2015.06.002	exclude	Study focuses on fungal pathogenesis and virulence in rice blast, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1093/femsyr/fov021	include	The review discusses Dekkera bruxellensis as a production yeast for ethanol in the bioethanol industry and details its metabolic characteristics relevant to ethanol yield.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1002/jobm.201400589	include	Study of alcoholic fermentation performance in the presence of inhibitory compounds and seawater	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s10295-015-1596-7	borderline	The paper focuses on the production of triacetic acid lactone (TAL), not ethanol or butanol, using ethanol only as a feedstock carbon source.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1093/femsyr/fov005	borderline	The paper focuses on the construction and characterization of a yeast hybrid for brewing traits (cold tolerance, sugar utilization) rather than explicitly reporting on alcohol production titers or engineering for biofuel yield.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/aem.02056-15	include	The paper describes metabolic engineering of Saccharomyces cerevisiae to improve glucose uptake, which directly resulted in increased ethanol production rates.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/aem.02464-15	borderline	The paper focuses on yeast breeding for beer aroma and fermentation performance rather than the engineering or optimization of ethanol production itself.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1177/2211068215573188	include	The paper describes engineering Saccharomyces cerevisiae to produce ethanol from xylose-containing feedstocks and reports on the resulting fermentation yields.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s13197-012-0824-7	exclude	Focuses on hydrogen bonding in beer rather than microbial production or engineering of alcohols	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.colsurfb.2014.02.049	exclude	Subject is keratinase in cryogels, unrelated to alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1039/c4dt02630f	exclude	Study of inorganic lanthanide phosphonate cages with no biological component	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s10295-014-1519-z	include	The paper identifies genes required for yeast tolerance to inhibitors in lignocellulosic hydrolysates specifically for second-generation bio-ethanol production.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.bbabio.2013.11.013	exclude	Study focuses on mitochondrial sulfate transport biology with no link to alcohol production or engineering	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.micres.2013.06.011	exclude	Study focuses on mitochondrial DNA and thermal stress survival in yeast with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.3791/51327	exclude	Study focuses on protein-protein interactions in tobacco plants using fluorescence complementation, with no link to microbial alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.bbabio.2013.10.005	exclude	Subject is basic mitochondrial biology in yeast with no link to alcohol production or engineering	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1051/medsci/20143012013	exclude	Subject is human mitochondrial DNA diseases and therapeutic strategies, unrelated to microbial alcohol production.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1073/pnas.1312399111	exclude	Focuses on mitochondrial DNA damage and protein phosphatases with no link to alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1073/pnas.1314423111	exclude	The paper focuses on the mutational landscape and genome maintenance in yeast as a model for cancer evolution, with no mention of alcohol production or engineering.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1073/pnas.1322190111	exclude	Subject is mitochondrial translational mechanisms with no link to alcohol production or engineering	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1073/pnas.1404854111	exclude	Subject is mitochondrial biology in Trypanosomes with no link to alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1073/pnas.1407126111	exclude	Title describes general genetics/heredity without mentioning alcohol production or engineering	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1111/1567-1364.12189	exclude	Study focuses on apoptosis and ROS damage induced by essential oil, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.4238/2014.november.27.13	exclude	Study focuses on genome instability induced by a plant extract, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1111/1567-1364.12135	borderline	The paper studies yeast physiology and transcriptomics during fermentation to optimize performance, but focuses on oxygen management and wine quality rather than engineering for or characterizing ethanol production metrics.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1534/genetics.114.168609	borderline	The paper characterizes a transcription factor regulating the switch between fermentation and respiration in S. cerevisiae, which is basic biology/enabling work for strain engineering but does not report on alcohol production titers or yield improvements.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s10295-014-1511-7	include	Paper explicitly studies tolerance of Saccharomyces to 1-butanol, a target alcohol in the review scope.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s10295-014-1531-3	include	The paper describes the breeding and engineering of Saccharomyces cerevisiae strains specifically for ethanol production from xylose.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/aem.00854-14	include	The paper describes genetic engineering (CAT8 disruption) of a yeast to significantly increase ethanol production via respirofermentative metabolism.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.jbiosc.2013.03.005	borderline	The paper focuses on the microbiological and chemical characteristics of wine (flavor compounds, acidity, microbial community dynamics) rather than the engineering or optimization of alcohol production itself.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/aem.01703-13	include	Study of n-butanol tolerance in engineered E. coli mutants	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s10295-013-1269-3	borderline	The paper focuses on succinic acid production using genome-scale modeling in Saccharomyces cerevisiae, which is an enabling tool/method study for a different chemical product.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.bbamcr.2012.03.007	exclude	Subject is mitochondrial protein synthesis biology with no link to alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1094/phyto-04-12-0085-r	exclude	Subject is plant pathology and fungal virulence factors, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1111/gtc.12082	exclude	Study focuses on basic cell growth control and amino acid starvation signaling in yeast, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.ajhg.2013.06.006	exclude	Subject is human mitochondrial disease and cardiomyopathy, unrelated to microbial alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.bbabio.2012.11.015	exclude	Study focuses on mitochondrial myopathy and human disease modeling using yeast, with no link to alcohol production.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1212/wnl.0b013e3182918c40	exclude	Subject is human mitochondrial disorders and clinical diagnostics, unrelated to microbial alcohol production.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1534/genetics.113.149708	exclude	Study focuses on mitochondrial DNA damage and vacuolar pH in yeast without any link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1534/genetics.112.147389	exclude	Study focuses on mitochondrial dysfunction and signaling pathways in yeast with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1111/1567-1364.12075	exclude	Study focuses on apoptosis and mitochondrial stress in yeast, unrelated to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.ymben.2013.02.006	include	The paper identifies and validates a genetic variant (ssk1 allele) that improves ethanol yield in Saccharomyces cerevisiae, directly addressing strain engineering for alcohol production.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1111/1567-1364.12031	include	The paper investigates ethanol tolerance and stress response mechanisms in Saccharomyces cerevisiae strains used for industrial bioethanol production.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1111/1567-1364.12052	include	The paper studies the regulation of pyruvate decarboxylase, a key enzyme explicitly stated to be essential for directing glucose flux to ethanol production in Saccharomyces cerevisiae.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/aem.02736-12	include	Engineering S. cerevisiae for cellulosic biofuel production via xylose utilization pathway design	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1111/j.1574-6968.2011.02493.x	exclude	Volatile organic compounds is a broad category not specific to ethanol or butanol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.bbabio.2012.09.006	exclude	Focuses on mitochondrial protein processing and cytochrome oxidase rescue, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.cmet.2012.10.018	exclude	Subject is mitochondrial biogenesis and translational regulation, unrelated to alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1073/pnas.1121465109	exclude	Subject is plant molecular biology (Arabidopsis RNA editing), unrelated to microbial alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1074/jbc.m111.316075	exclude	Subject is C. elegans apoptosis and protein structure, with no link to microbial alcohol production.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1111/j.1462-5822.2012.01775.x	exclude	Study focuses on host-pathogen interaction and mitochondrial ROS regulation in a clinical microbiology context, with no link to alcohol production.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.ajhg.2012.09.002	exclude	Study focuses on human hereditary hearing loss and mitochondrial disease, not microbial alcohol production.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.bbamcr.2011.11.003	exclude	Subject is mitochondrial protease biology with no link to alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1074/jbc.m112.399428	exclude	Subject is mitochondrial biology and membrane dynamics with no link to alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1111/j.1365-2958.2011.07938.x	exclude	Study focuses on mitochondrial genome maintenance in a pathogenic parasite with no link to alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1534/genetics.111.138214	exclude	Focuses on mitochondrial genome maintenance and DNA repair mechanisms rather than alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1002/pmic.201100285	borderline	The paper investigates basic mitochondrial biology and metabolic shifts in a yeast mutant using proteomics, without focusing on alcohol production engineering or titers.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.biortech.2011.12.089	include	The paper describes genetic engineering of a yeast strain to improve ethanol production performance in very-high-gravity fermentation.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/aem.01419-12	include	The paper describes directed evolution of an enzyme to improve ethanol production and xylose consumption rates in Saccharomyces cerevisiae.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1093/chrsci/49.9.731	exclude	Paper focuses on analytical chemistry calibration for volatile compounds, not microbial production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s13238-011-1061-y	exclude	Study focuses on lipid droplet-mitochondria interactions with no link to alcohol production or engineering	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1074/jbc.m110.188805	exclude	Focuses on mitochondrial protein assembly and basic cell biology in yeast, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1074/jbc.m110.212837	exclude	Study focuses on chemical uncouplers and mitochondrial biology with no link to microbial alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1093/hmg/ddr395	exclude	Study focuses on human tumorigenesis and mitochondrial dysfunction in cancer, unrelated to microbial alcohol production.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1093/jxb/erq269	exclude	Subject is plant developmental biology (Arabidopsis) with no link to microbial alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1111/j.1567-1364.2011.00736.x	exclude	Subject is mitochondrial genome sequencing with no link to alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.4161/cc.10.18.17196	exclude	Study focuses on mitochondrial fission and lifespan in a biological model unrelated to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1074/jbc.m111.270322	exclude	Subject is mitochondrial genome remodeling in eukaryotic cells, unrelated to microbial alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1093/molbev/msq305	exclude	Subject is mitochondrial protein import evolution in a protist, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1111/j.1467-7652.2010.00577.x	exclude	Study focuses on plant genome engineering in rice, not microbial alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/aem.02548-10	exclude	Focuses on cytochrome b mutation and Qo inhibitor resistance mechanisms without mention of alcohol production or engineering	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.4161/cc.10.22.18212	exclude	Subject is mitochondrial cell death mechanism in yeast with no link to alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s10295-010-0784-8	include	The paper reports on improving acetic acid tolerance in Saccharomyces cerevisiae to enhance ethanol production during fermentation.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s10295-010-0878-3	include	The paper describes engineering a yeast strain to utilize glycerol (a biodiesel residue feedstock) for fermentation, explicitly stating that the evolved strain produces ethanol.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s10295-011-0974-z	include	Study of alcoholic fermentation comparing wild-type and recombinant strains engineered for elevated glutathione levels.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/b978-0-12-385114-7.00001-5	exclude	The paper focuses on methods for studying the unfolded protein response in filamentous fungi for general protein secretion and virulence, with no mention of ethanol or butanol production.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1074/jbc.m111.249011	exclude	Study focuses on mitochondrial enzyme structure and cofactor discrimination in yeast, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/aem.05338-11	include	The paper describes metabolic engineering of Saccharomyces cerevisiae to reduce glycerol formation and improve ethanol yield.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s12088-010-0028-7	exclude	The paper focuses on analyzing volatile aroma constituents and sensory quality of mango wine rather than microbial production engineering or optimization.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s13238-010-0043-9	include	The paper explicitly discusses the engineering of cyanobacteria to produce ethanol and isobutanol.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.bbabio.2010.01.031	exclude	Subject is human mitochondrial biology (VDAC isoforms), unrelated to microbial alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.cub.2010.10.057	exclude	Study focuses on C. elegans aging and respiration, not microbial alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.bbabio.2009.12.019	exclude	Focuses on mitochondrial genetics and evolution in S. cerevisiae with no mention of alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.bbabio.2010.02.021	exclude	Study focuses on human mitochondrial ATP synthase structure, unrelated to microbial alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1074/jbc.m109.065425	exclude	Study focuses on mitochondrial protease biology and protein substrates with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1074/jbc.m109.051003	exclude	Focuses on basic mitochondrial transcription biology during initiation, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1074/jbc.m109.084038	exclude	Study focuses on mitochondrial DNA replication in a parasitic protozoan with no link to alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1074/jbc.m109.090761	exclude	Subject is mitochondrial RNA splicing and protein degradation, unrelated to alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1074/jbc.m110.174383	exclude	Study focuses on structural biology of yeast ATPase uncoupling with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1074/mcp.m900415-mcp200	exclude	Study focuses on rapamycin sensitivity and mRNA/protein correlation in yeast, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1105/tpc.109.071399	exclude	Subject is plant molecular biology (Arabidopsis DNA repair), completely unrelated to microbial alcohol production.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1111/j.1567-1364.2010.00643.x	exclude	Study focuses on human complex I subunit expression and cation homeostasis in yeast, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1111/j.1744-7909.2010.00914.x	exclude	Subject is plant molecular biology (cotton genes), not microbial production of alcohols	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1002/ddrr.114	exclude	Subject is human mitochondrial disease models using model organisms, with no link to alcohol production.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1074/jbc.m109.094250	exclude	Study focuses on basic metabolic transport in a pathogenic fungus with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1074/jbc.m110.121822	exclude	Study focuses on alcohol-mediated oxidative stress and toxicity in a biological context unrelated to microbial production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1093/hmg/ddp581	exclude	Study focuses on mitochondrial disease models and basic biology with no link to alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s10295-009-0564-5	include	The paper investigates ethanol production by Saccharomyces cerevisiae in a fed-batch fermentation process, specifically analyzing the impact of bioreactor hydrodynamics on yield and titer.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1073/pnas.0914506107	include	Identifies tolerance loci in industrial alcohol-producing hosts (Zymomonas mobilis and Saccharomyces cerevisiae)	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1074/jbc.m109.097188	exclude	The paper characterizes a mitochondrial transporter for citrate and oxoglutarate involved in redox balance and antioxidant defense, with no mention of ethanol or butanol production.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1074/jbc.m110.178947	exclude	Focuses on iron-sulfur cluster biogenesis and mitochondrial function, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.cell.2009.04.014	exclude	Study focuses on mitochondrial dysfunction and nuclear genome instability in a general biological context, with no link to alcohol production or metabolic engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1093/hmg/ddp102	exclude	Study focuses on a human genetic mutation and disease model, not microbial alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1111/j.1365-313x.2009.03970.x	exclude	Study focuses on plant cell biology (Arabidopsis peroxisome targeting) with no link to microbial alcohol production.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1111/j.1567-1364.2009.00540.x	exclude	Genomic characterization of mitochondrial DNA with no mention of alcohol production or engineering	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1111/j.1567-1364.2009.00551.x	exclude	Subject is mitochondrial genome sequencing and evolution, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1534/genetics.108.095786	exclude	Study focuses on mitochondrial DNA stability and genetics in yeast with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.bpj.2009.02.026	exclude	Study focuses on biophysical mechanisms of glycolytic oscillations and ion transport rather than alcohol production or engineering	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s10295-009-0592-1	include	The paper evaluates stress tolerance of yeast strains towards ethanol and lignocellulosic inhibitors, which is explicitly listed as a relevant criterion.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1073/pnas.0904673106	borderline	The paper focuses on genome sequencing and evolutionary gene transfer in wine yeast rather than direct production engineering or fermentation optimization.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1074/jbc.m804100200	exclude	The paper focuses on basic mitochondrial redox metabolism and NADPH generation in yeast without any link to the production of ethanol, butanol, or isobutanol.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s10295-008-0355-4	borderline	The paper focuses on flavor and aroma compound formation in tequila fermentation rather than the production of ethanol or butanol as biofuels or industrial chemicals.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1002/ijc.23146	exclude	Subject is cancer biology and tumorigenesis, unrelated to microbial alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.bbabio.2008.04.029	exclude	The paper focuses on mitochondrial cytochrome b mutations and respiratory function in yeast without any link to alcohol production or engineering for biofuel synthesis.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.cellbi.2007.08.003	exclude	Study focuses on mitochondrial metabolism and idebenone effects in yeast, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
